1559747624 0 0 0 3
1559914507 0 0 71 3
1559914721 0 0 586808 3
1559916407 0 0 586820 3
1559982662 0 0 586821 3
1559987081 0 0 586822 3
1560199526 0 57 586822 3
1560291987 0 150 586822 3
1560368056 0 231 586822 3
1560426135 0 245 586822 3
1560427900 2277869 245 586822 3
1560428218 2277870 245 586822 3
1560434021 2277919 245 586822 3
1560444696 4251808 245 586822 3
1560448597 4251812 245 586822 3
1560449054 4251812 245 586822 3
1560495519 4251813 245 586822 3
1560518216 4251833 245 586822 3
1560518874 5135600 245 586822 3
1560685089 5135600 245 586886 3
1560685314 5135600 245 586886 3
1560685985 5135600 245 1437221 3
1560686791 5135600 245 1437222 3
1560687732 5135600 245 1437236 3
1560688082 5135600 245 1437239 3
1560696139 5135600 245 1437240 3
1561999174 5135604 245 1437240 3
1561999872 5135605 245 1437240 3
1562000121 5135606 245 1437240 3
1562000498 5147679 245 1437240 3
1562001204 5147682 245 1437240 3
1562004438 5147682 245 1437240 3
1562004472 5901132 245 1437240 3
1562005169 5901134 245 1437240 3
1562005368 5901136 245 1437240 3
1562005780 5901138 245 1437240 3
1562045092 5901140 245 1437240 3
1562047303 5901148 245 1437240 3
1562075630 5901150 245 1437240 3
1562149580 5901150 350 1437240 3
1562155897 5901157 350 1437240 3
1562156475 5901166 350 1437240 3
1562156646 5901169 350 1437240 3
1562162142 5901169 350 1437245 3
1562172957 5902156 350 1437245 3
1562176244 5902156 350 1437245 36
1562176494 5902156 350 1437245 37
1562176597 5902156 350 1437245 37
1562176899 5902156 350 1437245 55
1562177006 5902156 350 1437245 72
1562177039 5902156 350 1437245 73
1562177238 5902156 350 1437245 73
1562177315 5902156 350 1437245 75
1562255676 5902156 596 1437245 75
1562255939 5902156 597 1437245 75
1562256700 5902156 597 1437246 75
1562258359 5902156 597 1437251 75
1562259228 5902156 597 1437252 75
1562259946 5902156 597 1437254 75
1562268063 5902156 597 1437255 75
1562268203 5902156 597 1437256 75
1562268556 5902156 597 1437257 75
1562269413 5902156 597 1437258 75
1562269853 5902156 597 1437260 75
1562326438 5902156 601 1437260 75
1562329825 5902156 601 1437262 75
1562330803 5902156 601 1437262 75
1562331310 5902156 931 1437262 75
1562332261 5902156 931 1437263 75
1562333770 5902156 931 1437264 75
1562334471 5902156 931 1437268 75
1562335436 5902156 941 1437268 75
1562337266 5902161 941 1437268 75
1562345298 5902162 941 1437268 75
1562345470 5902163 941 1437268 75
1562346846 5902168 941 1437268 75
1562347760 5902170 941 1437268 75
1562347984 5902171 941 1437268 75
1562369185 5902171 1040 1437268 75
1562391075 5902171 1040 1437270 75
1562391180 5902171 1040 1437270 75
1562399470 5902171 1041 1437270 75
1562491985 5902171 1041 1437270 75
1562510299 5902171 1041 1437283 75
1562510615 5902171 1041 1437285 75
1562510908 5902171 1041 1437295 75
1562511543 5902171 1041 1437329 75
1562666665 5902171 1044 1437329 75
1562675731 5902171 1073 1437329 75
1562708187 5902171 1073 1437758 75
1562708775 5902171 1073 1437758 75
1562709188 5902171 1073 1437771 75
1562711830 5902171 1073 1437825 75
1562766404 5902171 1194 1437825 75
1562766719 5902171 1264 1437825 75
1562777733 5902240 1264 1437825 75
1562781090 5902249 1264 1437825 75
1562782530 5902250 1264 1437825 75
1562783000 5902253 1264 1437825 75
1562827158 5902304 1264 1437825 75
1562871874 5902304 1314 1437825 75
1562875676 5902304 1482 1437825 75
1562886587 5902304 1527 1437825 75
1562934123 5902304 1530 1437825 75
1563109559 5902304 1587 1437825 75
1563109763 5902304 1597 1437825 75
1563125734 5902304 1598 1437825 75
1563126225 5902304 1600 1437825 75
1563126363 5902304 1602 1437825 75
1563126460 5902304 1603 1437825 75
1563126573 5902304 1604 1437825 75
1563126698 5902304 1605 1437825 75
1563126918 5902304 1606 1437825 75
1563145353 5902304 1606 1437825 75
1563185859 5902342 1606 1437825 75
1563186230 5902556 1606 1437825 75
1563186993 5902558 1606 1437825 75
1563187199 5902560 1606 1437825 75
1563190167 5902562 1606 1437825 75
1563190454 5932254 1606 1437825 75
1563190682 5932257 1606 1437825 75
1563191059 5932260 1606 1437825 75
1563191331 5932269 1606 1437825 75
1563203071 5932300 1606 1437825 75
1563204755 5932360 1606 1437825 75
1563218165 5932360 1608 1437825 75
1563276310 5932360 1613 1437825 75
1563360098 5932360 1615 1437825 75
1563360434 5932360 1618 1437825 75
1563360919 5932360 1620 1437825 75
1563362005 5932360 1625 1437825 75
1563362256 5932360 1625 1437825 75
1563362923 5932360 1626 1437825 75
1563380742 5932502 1626 1437825 75
1563387792 5932820 1626 1437825 75
1563388530 5932827 1626 1437825 75
1563428522 5932842 1626 1437825 75
1563428865 5932845 1626 1437825 75
1563430164 5932849 1626 1437825 75
1563430410 5932850 1626 1437825 75
1563430625 5932853 1626 1437825 75
1563550379 5933031 1626 1437825 75
1563550591 5933033 1626 1437825 75
1563550878 5933034 1626 1437825 75
1563551035 5933036 1626 1437825 75
1563690834 5933049 1626 1437825 75
1563691507 5933058 1626 1437825 75
1563691727 5933060 1626 1437825 75
1563691825 5933061 1626 1437825 75
1563819307 5933113 1626 1437825 75
1563820262 5933158 1626 1437825 75
1563820573 5933162 1626 1437825 75
1563820775 5933166 1626 1437825 75
1563821574 5933178 1626 1437825 75
1563821963 5933180 1626 1437825 75
1563863974 5933185 1626 1437825 75
1563864166 5933186 1626 1437825 75
1563953965 5933245 1626 1437825 75
1563954620 5933266 1626 1437825 75
1563954745 5933267 1626 1437825 75
1563954866 5933268 1626 1437825 75
1563960173 5933335 1626 1437825 75
1563960391 5933335 1626 1437825 75
